ClauseLikeUnit(CLU)-value,Duration,Question,Eye&Brow-value,Head-value,MouthGestF-value,MouthGestF-question,Mouthing-value,Mouthing-question,Q-manual-value,Q-nonmanual-value,Q-position-value,Q-semantic-value,Q-social action-value,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,CA-value,RH-IDgloss-value,LH-IDgloss-value,LitTransl-value,FreeTransl-value,Comments-value
BL29F55WDC_LH_CLU#010,3485,Initiating,"null, up, down, null","Nod1, Null , Nod1, HS, Null",NA,NA,"you, marry, Annette, here, or, Ireland",NA,Multiple,Present,reprise (clause-final),Alternative,request information,Single,NA,NA,NA,"MARRY, SN:INDECIPHERABLE(FS:INDECIPHERABLE(A))","PT:PRO2SG, MARRY, SN:INDECIPHERABLE(FS:INDECIPHERABLE(A)), PT:LOC, G:WELL, PT:LOC, IRELAND, PT:PRO2SG",you marry Annette here or there Ireland you?,Did you marry Annette here or in Ireland?,MattB: subtle GWELL but it's there plus non-manuals
BL29F55WDC_LH_CLU#022,1040,Initiating,down,Forward,NA,NA,how,Single,Single,Present,other,Content,request information,Single,NA,NA,NA,G:WELL,G:WELL,well (how that happen)?,How could they?,
BL29F55WDC_LH_CLU#029,3490,Continuing,not visible,"Null, Forward",NA,NA,"mean, know, wait wait, what time, light light light, how",Multiple,Single,Present,post-predicate (non-reprise & clause-final),Content,request information,Single,NA,NA,NA,"MEANING, WAIT, TIME, MATCHES, G:WELL","MEANING, KNOW, WAIT, TIME, MATCHES, G:WELL",mean (they) know waiting time light-candle light-candle how?,I wonder how they did it in the past without any technology to alert their time to light their beacon?,
BL29F55WDC_LH_CLU#030,1570,Continuing,not visible,Backward,NA,NA,"now, what",Single,Single,Present,other,Content,request information,Single,NA,NA,NA,"NOW, WHAT","NOW, WHAT",now what (they do)?,I wonder how they did it in the past without any technology to alert their time to light their beacon?,
BL29F55WDC_LH_CLU#041,3020,Continuing,not visible,Forward,NA,NA,"what, year",Single,Multiple,Present,reprise (clause-final),Content,request information,Single,NA,NA,NA,YEAR,"PT:, G:ERM, WHAT, YEAR, PT:PRO3SG, ABOUT-NUMBER, PT:",that what year you roughly you/that?,In which year did that take place?,
BL29F55WDC_LH_CLU#042,2490,Initiating,up,Down,NA,NA,"think, now, still, think, feel",NA,Multiple,Present,reprise (clause-final),Polar,request confirmation,Single,NA,NA,NA,"NOW(FALSE-START), NOW, CONTINUE","PT:, NOW(FALSE-START), THINK, PT:PRO2SG, NOW, CONTINUE, THINK, PT:PRO2SG, FEEL, PT:PRO2SG",you now think you now still (that continue) think you feel you?,Do you think they are still keeping their traditions now?,
BL29F55WDC_LH_CLU#044,2620,Initiating,"null, up, null","HS, Forward+HS",NA,NA,"nothing, bonfires, nothing",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"NOTHING, MATCHES, NOTHING","NOTHING, MATCHES, NOTHING",nothing (there were no) bonfires nothing? (not have any bonfires?),So there weren't any bonfires this time then?,
BL29F55WDC_LH_CLU#045,1320,Initiating,up,Forward+Nod,NA,NA,bonfire,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,MATCHES,MATCHES,bonfires (there yes)?,Did they have bonfires then?,
BL29F55WDC_LH_CLU#046,3740,Initiating,"up, null","Nod, HS, Null",NA,NA,"but, pub, still, men, only",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"PUB, CONTINUE, ONLY, STUBBORN","G:HEY, PT:DET, PUB, CONTINUE, MAN, ONLY, STUBBORN",hey pub still strong/stubbornly men only?,Was the pub still still male orientated?,
BL29F55WDC_LH_CLU#063,1170,Continuing,up,"Null, Nod?",NA,NA,Irish,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,PT:POSS3SG,"IRELAND, PT:POSS3SG",Irish type-theirs/(it's) Irish type-theirs?,I wonder if it is an Irish thing?,
BL29F55WDC_LH_CLU#105,772,Continuing,down,Sideward,NA,NA,what for,Single,Multiple,Present,other,Other,outloud,Single,NA,NA,CAT:SIGNER,"WHAT, G:WELL",G:WELL,(me) well what-for!,We have the English breakfast back at home and I wanted to sample theirs.,GH: domhand pending what we decide re G:WELL
"BL29F55WDC_LH_CLU#127, BL29F55WDC_LH_CLU#128",4300,Continuing,"up, up","Nod , Null, Forward, Null",NA,NA,"Phillipines, have, one, area, eat, dog, meat, dog",NA,Absent,Present,NA,Polar,request confirmation,Embed?,"pre-container, contained",NA,NA,"PHILLIPPINES, AREA/SURROUNDINGS, DOG, DOG","PHILLIPPINES, PT:DET/LOC, HAVE, ONE, AREA/SURROUNDINGS, EAT, DOG, INDECIPHERABLE(FALSE-START), MEAT, DOG","Phillipines there have one area, (they) eat dog meat dog (you know)?",It's the same for one area in Philipinnes where they eat dog meat.,
BL29F55WDC_LH_CLU#130,1490,Initiating,not visible,Null,NA,NA,"cheese, differen(t)",NA,Absent,Present,NA,Polar,OIR-restricted,SharedCecho,NA,NA,NA,"DIFFERENT, PT:PRO3PL/LOCPL","DIFFERENT, PT:PRO3PL/LOCPL",(ah cheese) different there-there (on board)?,"Ah, a selection of cheese?","NF: previous mouthing annotation was 'different', I have replaced it with 'cheese', NF: previous mouthing annotation was 'different', I have replaced it with 'differen(t)'"
BL29F55WDC_LH_CLU#133,2080,Initiating,not visible,Forward+HS,PRESSED-LIPS,YES,"what, eat, drink, nothing",Single,Single,Present,pre-predicate,Polar,OIR-restricted,Single,NA,NA,NA,NOTHING,"WHAT, EAT, NOTHING, DRINK, NOTHING",what (they not) eat nothing (not) drink nothing?,Didn't they eat or drink but just watched you?,
BL29F55WDC_LH_CLU#134,1220,Continuing,not visible,Forward,NA,NA,"sit, watch, that's it",NA,Absent,Present,NA,Polar,OIR-restricted,SharedCecho,NA,NA,NA,"CHAIR, G:THAT-IS-ALL","CHAIR, LOOK, G:THAT-IS-ALL",(they) sit watch-you that's-it?,Didn't they eat or drink but just watched you?,JF: could remove UG
BL29F55WDC_LH_CLU#146,3540,Initiating,"null, up, null","Null, Nod1 , Nod",NA,NA,"honeymoon, Jersey, Jersey",NA,Absent,Present,NA,Polar,request confirmation,Embed,contained,NA,NA,FS:JERSEY,"PT:PRO1SG, GO-TO, HONEYMOON, PT:PRO1SG, PT:LOC, JERSEY, FS:JERSEY",me go-there honeymoon there there Jersey (you know) Jersey,It's the same for Jersey where I had my honeymoon.,
MC27F24WDC_CLU#001,1200,Initiating,"up, null",Null,NA,NA,"want me, start",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,,"PT:PRO1SG, START02, DISCUSS",(want) me start conversation?,Want me to start?,
"MC27F24WDC_CLU#004, MC27F24WDC_CLU#005, MC27F24WDC_CLU#006",2761,Continuing,null,Null,NA,NA,"remember, remember-prog, went, jamaica, lovely, beach",NA,Absent,Present,NA,Polar,request confirmation,"Embed, Single","pre-container, contained",NA,NA,"REMEMBER, PT:PRO1PL-TWO, GO02, JAMAICA, LOVELY, BEACH","GO02, JAMAICA, BEACH","(you) remember, remember we went Jamaica?, (it was a) lovely beach/lovely (was the) beach?",Remember that lovely beach when we went to Jamaica?,
MC27F24WDC_CLU#010,1661,Continuing,null,Null,NA,NA,"what about, you",Single,Single,Present,pre-predicate,Content,request information,Single,NA,NA,NA,"WHAT, PT:PRO2SG, SPOUSE, PT:PRO2SG/PT:POSS2SG",SPOUSE,what (about) you? (your dream) wedding you?,What about you?,AS Unsure about analysis
MC27F24WDC_CLU#011,1570,Initiating?,down,Null,NA,NA,NA,NA,Absent,Present,NA,Other,assessment,Single,NA,NA,NA,"MONEY02, EXPENSIVE",,(that's) pricey expensive!,That'd be expensive!,"GH: not convinced this is question, looks more like a response?"
MC27F24WDC_CLU#033,2713,Continuing,up,Null,SYLL:OH,NO,"remem(ber), Michelle, Francis, wedding",NA,Absent,Present,NA,Polar,request information,Single,NA,NA,CD:OTHER-PEOPLE,"PT:PRO2SG, REMEMBER, FS:MICHELLE(MICH), AND, SN:FRANCIS(FS:F-FRANCIS), SPOUSE","FS:MICHELLE(MICH), SN:FRANCIS(FS:F-FRANCIS), SPOUSE","(they will) ""oh you remember Michelle and Francis' wedding!""",They'll all talk about how they remember Michelle and Francis' wedding!,
MC27F24WDC_CLU#051,1122,Initiating,up,Null,NA,NA,like,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,,"PT:PRO2SG, LIKE, PT:PRO2SG/PT:PRO3SG",you like that-you?,You'd like that?,
"MC27F24WDC_CLU#052, MC27F24WDC_CLU#053",5745,Initiating,up,Null,NA,NA,"what about, me, dressing room, for make up, mirror, wardrobe, shoes",Single,Single,Present,pre-predicate,Other,suggestion/offer/request,"Single, Single",NA,NA,"CA:SIGNER, CA:SIGNER","WHAT, PT:PRO1SG, CLOTHES, LIPSTICK, G:WELL, MIRROR, CUPBOARD(FALSE-START), DOUBLE-DOORS, SHOE02","CLOTHES, LIPSTICK, G:WELL, MIRROR, CUPBOARD(FALSE-START), DOUBLE-DOORS","what (about) me (for) dressing doing-make-up?, mirrors-all-around (and) wardrobes (for) shoes?","What about a dressing room for me to do my make up in?, Wall to wall mirrors and loads of cupboards for my shoes.",
MC27F24WDC_CLU#054,628,Initiating-NR,wide,Sideward,NA,NA,NA,NA,Absent,Present,NA,Other,OIR-open-surprise,Fragment,NA,NA,NA,,,(oh!),,
MC27F24WDC_CLU#055,638,Continuing,wide,Forward,NA,NA,really,NA,Absent,Present,NA,Polar,OIR-news-receipt,Fragment,NA,NA,NA,TRUE,"TRUE, PT:PRO1SG",really!!,Really?!,
MC27F24WDC_CLU#056,2000,Continuing,up,Forward,NA,NA,"who, have most, most-prog clothes, clothes-prog",Single,Multiple,Present,reprise (clause-final),Content,request information,Single,NA,NA,NA,"MOST, CLOTHES, WHO","WHO, MOST",who (have) most clothes who??,Who has the most clothes?!,
MC27F24WDC_CLU#073,1279,Initiating,null,Null,NA,NA,"me, or, or-prog, you",NA,Absent,Present,NA,Alternative,Alternative,Single,NA,NA,NA,"PT:PRO1SG, G:WELL, EVALUATE, PT:PRO2SG",EVALUATE,me or you! (spend all our money on clothes),Me or you!,AW: Not used in the senses listed in BLD under this entry. Additonal meaning?
"MC27F24WDC_CLU#086, MC27F24WDC_CLU#087",2744,Continuing,squint,Null,NA,NA,"where, Michelle",Single,Single,Present,pre-predicate,Content,request information,"Single, Single",NA,NA,"CD:DOG, CA:DOG",,WHERE,"(he like) ""where (is) Michelle?"", he stuck-to-my-side-wagging-tail!",He was only interested following me around!,
MC27F24WDC_CLU#101,2612,Initiating,squint,Null,NA,NA,"weather, this, week, what",Single,Single,Present,post-predicate (non-reprise & clause-final),Content,outloud,Embed,contained,NA,CA:SIGNER,"PT:PRO1SG, PRESS-BUTTON, HAVE-A-LOOK, WEATHER02, PT:DET, WEEK, WHAT","PT:PRO1SG, PRESS-BUTTON, TBUOY, WEATHER02, PT:DET, WEEK, WHAT",me tap-phone have-a-look weather this week what?,I checked this week's weather forecast on my phone. It's going to rain everywhere.,
MC27F24WDC_CLU#103,1906,Continuing,null,Null,NA,NA,"your, birthday, what, weather, what",Multiple,Multiple,Present,reprise (non-clause-final),Content,request information,Single,NA,NA,NA,"PT:POSS2SG, BIRTHDAY02, WHAT, PT:PRO2SG, WEATHER02, WHAT, PT:PRO2SG",,your birthday what you weather what you?,What's the weather like on your birthday?,
MC27F24WDC_CLU#111,1357,Initiating,up,Up,NA,NA,"which, shop, go, first",Single,Single,Present,pre-predicate,Content,request information,Single,NA,NA,NA,"WHICH, SHOP, GO, RANKING","SHOP, GO",which shops (you) going-to first?,Which shop are you going to first?,
MC27F24WDC_CLU#117,1003,Initiating,squint,Forward,NA,NA,"london, eye",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"LONDON, EYE",,(you mean the) London Eye?,The London Eye?,
MC27F24WDC_CLU#125,572,Initiating,up,Forward,NA,NA,NA,NA,Absent,Present,NA,Other,OIR-open,Fragment,NA,NA,NA,,,(really?),Really?,
MC27F24WDC_CLU#126,760,Initiating,up,Null,NA,NA,new,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"NEW, PT:LOC/PT:DET",,(it's) new that?,It's new?,
MC27F24WDC_CLU#127,1753,Continuing,up,Null,NA,NA,"first, blackpool",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"RANKING(FALSE-START), RANKING, SN:BLACKPOOL(BLACK^FS:P-POOL), PT:LOC/PT:DET",,(it was) first (at) Blackpool there?,It was at Blackpool first?,
MC27F24WDC_CLU#132,1113,Continuing-NR,squint,Null,NA,NA,"what, talk about",Single,Single,Present,other,Content,request information,Single,NA,NA,NA,"WHAT, TALK, G:WELL","WHAT, TALK, G:WELL",what (we) talk (about)?,What do we talk about?,
MC27F24WDC_CLU#134,1546,Continuing,up,Down,NA,NA,"gym, now, or what",Single,Multiple,Present,post-predicate (non-reprise & clause-final),Content,OIR-restricted,Single,NA,NA,NA,"CALLISTHENICS, WHAT, NOW, WHAT, G:WELL","PT:PRO2SG, CALLISTHENICS, NOW",you gym (or) what now what?,Are you going to the gym now or what?,
MC27F24WDC_CLU#135,1455,Initiating,"down, up",Forward,NA,NA,"you, training",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,PRACTISE,"PT:, PRACTISE",you (huh/what) training?,Training?,
MC27F24WDC_CLU#136,1566,Continuing,"up, squint","Backward, Forward",NA,NA,"gym, today",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"CALLISTHENICS, PT:PRO2SG, NOW, PT:PRO2SG","CALLISTHENICS, NOW",(oh the) gym you (go) today you?,"Oh, the gym, you're going today?",
MC27F24WDC_CLU#139,1508,Initiating-NR,up,Sideward,NA,NA,"what, time",Single,Multiple,Present,reprise (clause-final),Content,request information,Embed,contained,NA,CD:SIGNER,"WHAT, TIME, WHAT","TIME, WHAT",what time (you come here) what?,I texted you to ask what time.,
MC27F24WDC_CLU#146,2566,Initiating,"null, up",Null,NA,NA,"back, to your, mum and dad, house",NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"G:ERM, BACK, PT:POSS2SG, PARENTS, HOUSE02","PARENTS, HOUSE02, PT:PRO2SG",erm (you) go-back (to) your mum-and-dad's house you?,Back to your mum and dad's house?,
MC27F24WDC_CLU#150,1684,Initiating,down,Sideward,NA,NA,NA,NA,Absent,Present,NA,Other,OIR-open,Fragment,NA,NA,NA,,,(huh?),Huh?,
MC27F24WDC_CLU#153,878,Initiating,down,Null,NA,NA,who,Single,Single,Present,other,Content,OIR-restricted,Single,NA,NA,NA,WHO,,who (are you talking about/said that)?,Who?,
MC27F24WDC_CLU#154,1591,Initiating,wide,Null,NA,NA,"where, in, wrexham",Single,Single,Present,pre-predicate,Polar,OIR-restricted,Single,NA,NA,NA,WHERE,FS:UNKNOWN(WH),where that-there (in) Wrexham/Waltham/West-Ham there?,"Where, in W-?",Waltham?
MC27F24WDC_CLU#155,1073,Initiating,up,HS,NA,NA,"no, subtitle",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"NOTHING, SUBTITLES",SUBTITLES,(there are) no subtitles?,No subtitles?,
MC27F24WDC_CLU#156,963,Initiating?,"up, null",Null,SYLL:OH,NO,rather,NA,Absent,Present,NA,Other,suggestion/offer/request,Single,NA,NA,NA,"SURPRISE04, SOME",,oh (me) rather...,"Oh, I'd rather...","GH: not sure how this is a question, MattB: feel like this is adverbial (somewhat) rather than quantifier"
MC27F24WDC_CLU#157,2410,Initiating,down,Null,NA,NA,"what, about ellesmere port",Single,Single,Present,pre-predicate,Content,OIR-restricted,Single,NA,NA,NA,"WHAT, FS:ELLESMERE-PORT(EEPORT)",FS:ELLESMERE-PORT(EEPORT),what (about) Ellesmere-Port?,What about Ellesmere Port?,
LN06F44WHC_CLU#001,2075,Initiating,"up, null",Null,NA,NA,"two, chil(d)ren, first time, time-prog, wemb(ley)",NA,Absent,Present,NA,Content,OIR-restricted,Single,NA,NA,NA,"TWO, CHILD, RANKING, GO-TO, GO-IN, STADIUM","GO-IN, STADIUM",(your) two children (their) first-time go-in Wembley?,Was it your two children's first time at the stadium?,"AS Not sure about the arg and macrorole structure of goals of motion verbs., JF: appears to be a serial verb construction, HP:Proper noun"
LN06F44WHC_CLU#003,520,Initiating-NR,null,Nod,NA,NA,NA,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,TAKE-OFF,,(where are you) flying (going)?,Are you flying out anywhere?,JF: Am not sure if the Actor is the location from where the plane took off or the plane itself - and I'm not sure if it makes sense to talk about an absent undergoer (goal). KC: Surely we shouldn't assume that all verbs have undergoers? Since this is lexicalised surely it just refers to going from low to high. The actor/subject isn't the starting location of the taking off; it's the agent who is taking off.
LN06F44WHC_CLU#004,3120,Initiating,down,"Nod1, Null",NA,NA,"UNSURE, tomorrow, foo(t)ball, who, give, ticket, give",Single,Multiple,Present,other,Content,request information,Single,NA,NA,NA,"PT:, TOMORROW, KICK, PT:, WHO, GIVE, TICKET, GIVE, PT:","KICK, TICKET",that tomorrow football (game) you who give-to ticket give-to you?,Who are you giving your tickets to for tomorrow's game?,"KC: I assume that KICK is not annotated as a verb because it's not functioning as a verb. So why is this clause annotated at all if it doesn't have a verb?, KC: this could be handle CL - could argue that evidence it is not CA is that the modification is more verb-like than CA-like, SS:re direction and placement, I am not sure if that body to neutspace, or neutspace to neutspace, I have put ambiguous. same as the clause before this one, JF: may be a buoy or a second person pronoun"
LN06F44WHC_CLU#014,905,Continuing-NR,down,Backward,PRESSED-LIPS,YES,NA,NA,Single,Present,other,Content,outloud,Single,NA,NA,CA:SIGNER,"PT:PRO1SG, WHAT","FBuoy, WHAT",me what's-going-on?,"No, this is the sign I've grew up with but now I've seen the variants and find them quite strange.",
LN06F44WHC_CLU#015,795,Continuing-NR,null,Null,NA,NA,"who, idea",Single,Single,Present,pre-predicate,Content,rhetorical,Single,NA,NA,NA,"WHO, IDEA",FBuoy,who's idea (to change the sign)?,I don't know who invented the other signs but this is my sign for Middlesborough.,
LN06F44WHC_CLU#043,2548,Initiating-NR,"null, up, null, up",Null,NA,NA,"been, in, new, arsenal, been",NA,Multiple,Present,reprise (clause-final),Content,request information,Single,NA,NA,NA,"PT:PRO2SG, GO-IN, NEW, STADIUM, SN:ARSENAL(GUN), BEEN, PT:PRO2SG","GO-IN, NEW, STADIUM, FBuoy",you been-in new stadium Arsenal you been in new stadium?,"Have you been to the new Arsenal stadium, the Emirates?",
LN06F44WHC_CLU#043,1360,Continuing,null,"Null , Nod",NA,NA,new,NA,Absent,Present,NA,Polar,request confirmation,Single,NA,NA,NA,"GO-IN, NEW, STADIUM","GO-IN, NEW, STADIUM",you been-in new stadium Arsenal you been in new stadium?,"Have you been to the new Arsenal stadium, the Emirates?",
LN06F44WHC_CLU#045,3985,Initiating,squint,Wobble,NA,NA,"best, old, before, before-prog, which, new",Single,Single,Present,other,Alternative,OIR,Single,NA,NA,NA,"FBUOY, BEST, OLD, PT:PRO1SG, DSS(CYL), DSS(O), PT:, WHICH, NEW","G:HEY, BEST, PT:, DSS(CYL), DSS(O), WHICH, NEW",hey (which) best you-think (with the) twin towers? or which? (the) new (one)?,"Which do you prefer, the older version with the twin towers? Or the new one? Oh you think the twin towers were the best now.","EM: annotated as OIR, but it's an alternative question. It's a question that is not related to what he was saying before."
LN06F44WHC_CLU#054,830,Continuing,null,Sideward,NA,NA,"british, where",Single,Single,Present,other,Other,outloud,Single,NA,NA,CA:SIGNER,"BRITAIN, WHERE","BRITAIN, WHERE",British (players) where?,"I remember there were many English players in the past, the teams were full of them but now we have so many foreigners that we ask where are the home grown English players?",
LN06F44WHC_CLU#062,1610,Initiating,down+squint,Null,NA,NA,"man, suit",NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"MAN, WELL-DRESSED",WELL-DRESSED,man (in the) suit?,Wasn't it the guy with the suit?,
LN06F44WHC_CLU#065,1175,Initiating-NR,up,Down,NA,NA,have,NA,Absent,Present,NA,Polar,OIR-restricted,Single,NA,NA,NA,"PT:PRO2SG, HAVE, FS:DVD(FALSE-START)",FS:DVD(FALSE-START),you have D--?,Do you have the DVD now?,JF: not sure if RH-Argument is right here...
LN06F44WHC_CLU#066,3360,Initiating,"null, up , null","Nod1, Down",NA,NA,"have, DVD, Saint, have, DVD, Saint",NA,Multiple,Present,reprise (clause-final),Polar,OIR-restricted,Single,NA,NA,NA,"HAVE, FS:DVD, SN:THE-SAINT(ADD-TO-SIGNBANK(HALO)), HAVE, PT:PRO2SG, FS:DVD, SN:THE-SAINT(ADD-TO-SIGNBANK(HALO)), PT:PRO2SG","FS:DVD, FBuoy, FS:DVD, FBuoy","(you) have DVD ""The Saint"" have you DVD ""The Saint"" you?",Do you have the DVD series of The Saint?,"JF: check Person and Number - is 3rd-singular correct? Also coreference - there is a break between this clause and the preceding clause - still count it? KC: re person and number I don't see what else it could be. re: coreferrence we need to decide whether immediately preceding clauses need to be wthin the same turn or not, KC: RH-person should be 2nd-sing"
LN06F44WHC_CLU#069,4875,Continuing,down+squint,"Null, Forward, Null",NA,NA,"name, little, little, Prairie, on, the, house",NA,Absent,Present,NA,Polar,request confirmation,EmbedDepend?,contained,independent,NA,"G:ERM, NAME, LITTLE, G:ERM, LITTLE, LITTLE, FS:P-PRAIRIE, ON, PT:DET, HOUSE","G:ERM, G:ERM, FS:P-PRAIRIE, ON, HOUSE",erm named Little erm Little Prairie on the House (you know?),My childhood television favourite was the Little House on the Prairie.,
